# t alphaD area se kMix epsMix kC kD epsC epsD ReLambdaC ReLambdaD uAvgCx uAvgCy uAvgCz uAvgDx uAvgDy uAvgDz
1.0900100000000000e+01 6.5739480000000003e-02 2.4435300000000001e+02 3.3678449999999999e-02 9.4093159999999998e-01 4.0231400000000000e-01 1.0000789999999999e+00 1.0035330000000000e+00 3.9477200000000001e-01 5.0949719999999998e-01 9.3536349999999999e+01 8.2619050000000005e+00 2.4886860000000000e-02 9.9749379999999992e-03 -2.4211460000000001e-02 3.1720360000000003e-02 -6.5532760000000002e-03 -1.3351289999999999e-01
1.0910100000000000e+01 6.5739149999999996e-02 2.4433590000000001e+02 3.3676100000000000e-02 9.4093059999999995e-01 4.0243250000000003e-01 1.0000830000000001e+00 1.0027269999999999e+00 3.9490229999999998e-01 5.0944820000000002e-01 9.3521310000000000e+01 8.2556639999999994e+00 2.4872160000000001e-02 9.9593619999999994e-03 -2.4217389999999998e-02 3.2332899999999998e-02 -6.2893330000000002e-03 -1.3315379999999999e-01
1.0920100000000000e+01 6.5738809999999995e-02 2.4434370000000001e+02 3.3677180000000001e-02 9.4092019999999998e-01 4.0255220000000003e-01 1.0000750000000000e+00 1.0022160000000000e+00 3.9502890000000002e-01 5.0947129999999996e-01 9.3505589999999998e+01 8.2512650000000001e+00 2.4848940000000000e-02 9.9524250000000009e-03 -2.4219279999999999e-02 3.3027359999999999e-02 -6.0975450000000002e-03 -1.3278640000000000e-01
1.0930099999999999e+01 6.5738480000000002e-02 2.4429810000000001e+02 3.3670899999999997e-02 9.4091420000000003e-01 4.0267340000000001e-01 1.0000720000000001e+00 1.0017069999999999e+00 3.9515919999999999e-01 5.0946360000000002e-01 9.3489890000000003e+01 8.2471420000000002e+00 2.4820950000000001e-02 9.9524020000000008e-03 -2.4222529999999999e-02 3.3725060000000001e-02 -5.9866199999999998e-03 -1.3234950000000001e-01
1.0940099999999999e+01 6.5738140000000000e-02 2.4422250000000000e+02 3.3660469999999998e-02 9.4090980000000002e-01 4.0278680000000000e-01 1.0000700000000000e+00 1.0012779999999999e+00 3.9528400000000002e-01 5.0941590000000003e-01 9.3474940000000004e+01 8.2439950000000000e+00 2.4811560000000000e-02 9.9542820000000001e-03 -2.4220760000000001e-02 3.4101520000000003e-02 -5.9152149999999997e-03 -1.3195770000000001e-01
1.0950100000000001e+01 6.5737809999999994e-02 2.4416300000000001e+02 3.3652280000000000e-02 9.4091199999999997e-01 4.0290209999999999e-01 1.0000750000000000e+00 1.0008500000000000e+00 3.9541720000000002e-01 5.0927679999999997e-01 9.3459660000000000e+01 8.2415990000000008e+00 2.4798029999999999e-02 9.9481120000000003e-03 -2.4220470000000001e-02 3.4490529999999998e-02 -5.7283320000000000e-03 -1.3153160000000000e-01
1.0960100000000001e+01 6.5737470000000006e-02 2.4411640000000000e+02 3.3645849999999998e-02 9.4091460000000005e-01 4.0301130000000002e-01 1.0000800000000001e+00 1.0005379999999999e+00 3.9554220000000001e-01 5.0916269999999997e-01 9.3445329999999998e+01 8.2399489999999993e+00 2.4788060000000001e-02 9.9402169999999995e-03 -2.4223990000000001e-02 3.4805460000000003e-02 -5.5097680000000000e-03 -1.3099169999999999e-01
1.0970100000000000e+01 6.5737139999999999e-02 2.4405969999999999e+02 3.3638029999999999e-02 9.4090850000000004e-01 4.0312720000000002e-01 1.0000739999999999e+00 1.0004710000000001e+00 3.9566800000000002e-01 5.0913819999999999e-01 9.3429869999999994e+01 8.2395990000000001e+00 2.4772150000000000e-02 9.9328999999999997e-03 -2.4221929999999999e-02 3.5177269999999997e-02 -5.3172560000000002e-03 -1.3047000000000000e-01
1.0980100000000000e+01 6.5736799999999998e-02 2.4404010000000000e+02 3.3635329999999998e-02 9.4089239999999996e-01 4.0322229999999998e-01 1.0000549999999999e+00 1.0006900000000001e+00 3.9577770000000001e-01 5.0902610000000004e-01 9.3415139999999994e+01 8.2423059999999992e+00 2.4766540000000000e-02 9.9312689999999995e-03 -2.4207420000000000e-02 3.5377609999999997e-02 -5.2161980000000000e-03 -1.3006340000000000e-01
1.0990100000000000e+01 6.5736459999999997e-02 2.4403080000000000e+02 3.3634049999999999e-02 9.4088309999999997e-01 4.0331830000000002e-01 1.0000430000000000e+00 1.0009230000000000e+00 3.9588040000000002e-01 5.0902709999999995e-01 9.3401910000000001e+01 8.2442139999999995e+00 2.4755810000000000e-02 9.9269130000000008e-03 -2.4208140000000000e-02 3.5593060000000003e-02 -5.1043670000000003e-03 -1.2936610000000001e-01
1.1000100000000000e+01 6.5736130000000004e-02 2.4405410000000001e+02 3.3637269999999997e-02 9.4088210000000005e-01 4.0340429999999999e-01 1.0000400000000000e+00 1.0011000000000001e+00 3.9597969999999999e-01 5.0892590000000004e-01 9.3389960000000002e+01 8.2464940000000002e+00 2.4743979999999999e-02 9.9293820000000005e-03 -2.4221579999999999e-02 3.5745869999999999e-02 -5.1449360000000001e-03 -1.2843379999999999e-01
1.1010100000000000e+01 6.5735790000000002e-02 2.4403569999999999e+02 3.3634730000000002e-02 9.4088930000000004e-01 4.0346919999999997e-01 1.0000480000000000e+00 1.0010660000000000e+00 3.9605849999999998e-01 5.0879359999999996e-01 9.3381379999999993e+01 8.2472870000000000e+00 2.4733900000000000e-02 9.9223880000000007e-03 -2.4238599999999999e-02 3.5817759999999997e-02 -5.0430839999999998e-03 -1.2736739999999999e-01
